OriginalSalePrice,PredictedSalePrice
11.686576205316552,11.639239311218262
11.308358299228955,11.353941917419434
12.072541252905651,11.925200462341309
12.679196402112153,12.569401741027832
11.532728092266408,11.579867362976074
11.982929094215963,11.731620788574219
11.728036844587175,11.713638305664062
11.982929094215963,11.974578857421875
12.428015476267865,12.434747695922852
13.060487973686241,12.959146499633789
12.524526376648708,12.439048767089844
12.152144303504619,12.146150588989258
11.820410164718188,11.685128211975098
11.751942365440728,11.681800842285156
12.35749675449625,12.313916206359863
12.119969946476761,12.045842170715332
12.301382825334498,12.391230583190918
11.699405031912846,11.79680347442627
12.190959007720126,12.21120834350586
12.89621531706982,12.756290435791016
11.86005499606543,11.696610450744629
11.967180737247824,11.945119857788086
12.063932878369052,12.1052885055542
11.48246625748552,11.496332168579102
12.078239274020289,11.98629093170166
11.594505451962652,11.45128345489502
11.477298287327077,11.286343574523926
12.128586666638327,12.186383247375488
13.091904169919621,12.964912414550781
12.45712704000522,12.006723403930664
11.874090314181814,11.915677070617676
12.165250651009918,12.255050659179688
12.406561506279576,12.18106460571289
11.740857533016236,11.559053421020508
12.292250341771226,12.055645942687988
11.245046019814627,11.44226360321045
11.870599909242044,11.760364532470703
12.007621706806335,12.20156192779541
11.84939770159144,11.979304313659668
12.666657052859417,12.60211181640625
12.375815420117268,12.271567344665527
11.736069016284437,11.914807319641113
12.160028707028767,12.152708053588867
12.037653993905211,12.341404914855957
11.9891596439666,11.840485572814941
12.504323669331189,12.591482162475586
11.875830958659597,11.858345031738281
11.289781913656018,11.446595191955566
11.789799338705405,11.700187683105469
11.59910316121128,11.829442024230957
11.608235644774552,11.843831062316895
11.969717200243734,11.85519027709961
11.350406535472453,11.278148651123047
11.356271654924852,11.157219886779785
12.54521987260069,12.409552574157715
12.269047444691562,12.213804244995117
12.24288661865289,12.226730346679688
12.524526376648708,12.566032409667969
12.387977448827787,12.413064956665039
12.013700752882718,11.962200164794922
11.99535161421452,11.877779006958008
12.037653993905211,11.83923625946045
11.76756768334381,11.844291687011719
12.206072645530174,12.277618408203125
12.08069081199846,12.045476913452148
12.468436909997665,12.44323444366455
12.206072645530174,12.27951431274414
11.511924964636645,11.555828094482422
12.429216196844383,12.469576835632324
12.692503112461443,12.759915351867676
11.686878772093667,11.479068756103516
12.144197241812087,12.078414916992188
11.693161515273161,11.62035846710205
11.625360894300016,11.650535583496094
11.732060994886899,11.5559720993042
12.854483932248728,12.927911758422852
11.870599909242044,11.73271369934082
13.043320170063875,13.041899681091309
11.877568578558138,11.853462219238281
11.786001385032646,11.900288581848145
12.230765258120545,12.37939167022705
11.413105129688017,11.374724388122559
12.273731294003989,12.437061309814453
11.320553572322773,11.244580268859863
11.917723684090689,11.969402313232422
11.884489021402711,12.021871566772461
11.967180737247824,12.112396240234375
11.691071650353702,11.742677688598633
12.558488532548523,12.486743927001953
11.982929094215963,11.872675895690918
11.918390573078392,12.093461036682129
12.271392111650817,12.187666893005371
12.188417710291453,12.028029441833496
12.524417279788771,12.304874420166016
11.695247021764184,11.721046447753906
12.506177237980511,12.634615898132324
12.827729194939907,12.674344062805176
11.982929094215963,12.947794914245605
11.960491749097029,11.838733673095703
11.624019512475815,11.649452209472656
11.969717200243734,11.870748519897461
12.65395846952229,12.763322830200195
12.911642346088676,12.836828231811523
12.337100907936577,12.33792781829834
11.759785542901755,11.535876274108887
11.820410164718188,11.807190895080566
12.269047444691562,12.186521530151367
11.686878772093667,11.589462280273438
12.269047444691562,12.192537307739258
11.982929094215963,11.978838920593262
11.834284063781393,11.806292533874512
12.367340793126296,12.280792236328125
11.79810440720389,11.873570442199707
12.188417710291453,12.244274139404297
11.982929094215963,11.733789443969727
11.835008964139341,11.801376342773438
11.736069016284437,11.727740287780762
12.180754837545884,12.267642974853516
12.220961258023925,12.210368156433105
12.523525876315125,12.43355655670166
11.842229212112828,11.89615249633789
12.2783933071098,12.28282356262207
11.728036844587175,11.690678596496582
11.319037271804808,11.362274169921875
12.936033799212835,12.955170631408691
12.077670930725649,12.091931343078613
11.852962767755937,11.894631385803223
11.941455846009388,11.797614097595215
12.310432660854417,12.428818702697754
12.089538829274222,12.024514198303223
11.827736204810263,11.877452850341797
12.2783933071098,12.16728687286377
12.54966234992025,12.65836238861084
11.691071650353702,11.82418155670166
12.144197241812087,12.135952949523926
11.845819880243557,11.8702392578125
12.301382825334498,12.367430686950684
11.938193200374572,11.746954917907715
11.736069016284437,11.76771354675293
12.36946619243861,12.28383731842041
11.891361900690473,11.84591293334961
12.524526376648708,12.468267440795898
11.763684183317412,11.696969985961914
11.626254150277232,11.860018730163574
11.736069016284437,11.923056602478027
12.66032791780777,12.764419555664062
12.066810578196666,11.956083297729492
11.911701584927597,11.97062873840332
12.727838209334498,12.617286682128906
11.48246625748552,11.790266036987305
11.786762130599957,11.87224006652832
12.117241431823558,12.079509735107422
11.904967552746252,11.86988639831543
11.594321103174222,11.635217666625977
12.025749091398891,12.158629417419434
12.136186518066006,12.19720458984375
12.240474072247506,12.265493392944336
12.292250341771226,12.427845001220703
11.813030057420567,11.810164451599121
11.931635799828413,12.079571723937988
11.813030057420567,11.774511337280273
11.307130551990632,11.371158599853516
11.77452020265869,11.836125373840332
12.061046873479915,12.13350772857666
11.820410164718188,11.7930908203125
12.24288661865289,12.269465446472168
12.394624752074764,12.197005271911621
12.100712129872347,12.149090766906738
13.27851205989426,13.016096115112305
11.77452020265869,11.689573287963867
11.891361900690473,11.70785140991211
11.891361900690473,11.893028259277344
11.682668239557323,11.881938934326172
11.76756768334381,11.89993953704834
12.05524975579559,12.087780952453613
12.86099861326992,12.950894355773926
11.951180395901384,11.85950756072998
12.506177237980511,12.547975540161133
11.719939634354555,11.80511474609375
11.608235644774552,11.725305557250977
11.678439903447801,11.544761657714844
12.211060187041213,12.016751289367676
11.634257750137753,11.704676628112793
11.728036844587175,11.776471138000488
12.567237494741757,12.35623550415039
11.191341840842766,11.211091041564941
12.069680020624618,12.091933250427246
12.431533509799543,12.273529052734375
12.407379502235209,12.442977905273438
11.77528972943772,11.854063034057617
11.842229212112828,12.019967079162598
11.927680619985486,12.16784954071045
11.70766954176274,12.050498008728027
12.542187675503545,12.572482109069824
11.982929094215963,12.094871520996094
12.249610947544657,12.24754524230957
11.401993904262946,11.293645858764648
12.676076274775909,12.651113510131836
12.56374708980199,12.5639066696167
11.532728092266408,11.49474811553955
12.157669906302006,12.164730072021484
12.004568269319446,11.920559883117676
11.289781913656018,11.419655799865723
12.174581978438804,12.22659683227539
12.323855681186558,12.253400802612305
11.763684183317412,11.716117858886719
12.259613412458204,12.376498222351074
12.307590788720521,12.257363319396973
12.013700752882718,11.841029167175293
12.423198124518821,12.385319709777832
11.082142548877775,11.44570255279541
11.901583454762012,11.707785606384277
12.577636201962656,12.543283462524414
11.918390573078392,11.957451820373535
11.790557201568507,11.708755493164062
12.394624752074764,12.245908737182617
12.132964173709535,12.115449905395508
11.970350312009105,12.006074905395508
11.904967552746252,12.105813980102539
12.386308695833106,12.315213203430176
11.813030057420567,11.972891807556152
11.84939770159144,11.900741577148438
11.877568578558138,11.831153869628906
12.144197241812087,12.067339897155762
11.694413341015606,11.819046020507812
11.719939634354555,11.789175033569336
11.724805824005728,11.684707641601562
11.982929094215963,12.005495071411133
12.14950229404178,12.216899871826172
11.951180395901384,11.899556159973145
12.308177868467327,12.33508014678955
12.441144767709657,12.459508895874023
11.915051671812877,12.073664665222168
11.848683160653573,11.676190376281738
11.813030057420567,11.546778678894043
11.379394072345706,11.719980239868164
12.061046873479915,12.14957332611084
11.612770799939945,11.908209800720215
12.146853285870202,12.130114555358887
11.794337924408413,11.832038879394531
11.856515169360305,11.8635835647583
13.521139497361697,12.979097366333008
12.240474072247506,12.251850128173828
